mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2230207920074463,0.014092001921231126,0.011760187149047852,0.0044770197218762945,0.7,0.0,0.01,3,200,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7208454810495627,0.7354227405247813,0.7288629737609329,0.7361516034985423,0.7293946024799417,0.7301354802627522,0.005524873173819307,209
0.22352499961853028,0.015342324670415792,0.01715083122253418,0.0027737766945514827,0.7,0.0,0.01,3,200,0.01,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.7}",0.7237609329446064,0.7332361516034985,0.7303206997084548,0.7419825072886297,0.7286652078774617,0.7315930998845303,0.006036121237144421,195
0.22343821525573732,0.01626200664939631,0.01302947998046875,0.004930468330913176,0.7,0.0,0.01,3,200,0.01,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.8}",0.7208454810495627,0.7339650145772595,0.7274052478134111,0.7376093294460642,0.725018234865062,0.7289686615502718,0.00606070755292794,221
0.23169617652893065,0.009797168716985915,0.009709787368774415,0.0026978544737283564,0.7,0.0,0.01,3,200,0.01,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7230320699708455,0.7339650145772595,0.7303206997084548,0.7405247813411079,0.7272064186725018,0.7310097968540339,0.005964107783591314,199
0.22411813735961914,0.020492747899775402,0.015719079971313478,0.0023410418286163573,0.7,0.0,0.01,3,200,0.01,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7208454810495627,0.7354227405247813,0.728134110787172,0.7368804664723032,0.7264770240700219,0.7295519645807682,0.0059235356698990405,217
0.25101938247680666,0.004785856731967464,0.013409137725830078,0.005415926157611316,0.7,0.0,0.01,6,100,0.0,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.7}",0.7405247813411079,0.7412536443148688,0.728134110787172,0.7427113702623906,0.7352297592997812,0.737570733201064,0.005352501947146292,185
0.24260568618774414,0.012986799906948256,0.013900947570800782,0.005772631022880649,0.7,0.0,0.01,6,100,0.0,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.7383381924198251,0.7434402332361516,0.7303206997084548,0.7514577259475219,0.7330415754923414,0.739319685360859,0.007558712572425393,175
0.24751896858215333,0.027244949445974054,0.013873100280761719,0.0035149242735571973,0.7,0.0,0.01,6,100,0.0,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7412536443148688,0.739067055393586,0.7266763848396501,0.75,0.737417943107221,0.7388830055310651,0.0074885160776663575,180
0.26819982528686526,0.008152425839909232,0.016393661499023438,0.006690183681495473,0.7,0.0,0.01,6,100,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7376093294460642,0.7478134110787172,0.7339650145772595,0.7521865889212828,0.7308533916849015,0.740485547141645,0.008175333149267133,147
0.24986190795898439,0.012439191936141358,0.015909194946289062,0.004798364482672617,0.7,0.0,0.01,6,100,0.01,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.7}",0.7405247813411079,0.7419825072886297,0.7266763848396501,0.7412536443148688,0.7330415754923414,0.7366957786553197,0.005951913201153531,190
0.2672928810119629,0.02468378447012539,0.016017055511474608,0.0032887892238343125,0.7,0.0,0.01,6,100,0.01,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.8}",0.739067055393586,0.7441690962099126,0.7303206997084548,0.750728862973761,0.7337709700948213,0.739611336876107,0.007281409508193173,169
0.3030585765838623,0.02605107853185349,0.017641115188598632,0.0042616244213132155,0.7,0.0,0.01,6,100,0.01,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7405247813411079,0.7397959183673469,0.7303206997084548,0.7514577259475219,0.7352297592997812,0.7394657769328425,0.007023013707829333,172
0.3143017292022705,0.0172669758952752,0.018631601333618165,0.002776934036163421,0.7,0.0,0.01,6,100,0.01,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",0.739067055393586,0.7485422740524781,0.7332361516034985,0.7521865889212828,0.7330415754923414,0.7412147290926374,0.007863145224142191,136
0.5369771957397461,0.038731101752457434,0.019793367385864256,0.004438550116763898,0.7,0.0,0.01,6,200,0.0,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.7}",0.7478134110787172,0.7558309037900874,0.75,0.7667638483965015,0.75054704595186,0.7541910418434332,0.006815897942123595,73
0.5588401317596435,0.03630435143031799,0.018250751495361327,0.00483770794849201,0.7,0.0,0.01,6,200,0.0,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.7470845481049563,0.7594752186588921,0.7456268221574344,0.7653061224489796,0.7469000729394603,0.7528785568619446,0.00799825977316843,91
0.5619932651519776,0.027303170406050292,0.019313859939575195,0.006018474079371107,0.7,0.0,0.01,6,200,0.0,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7514577259475219,0.7543731778425656,0.7463556851311953,0.7653061224489796,0.7527352297592997,0.7540455882259124,0.006236274946390429,74
0.5353373527526856,0.02703257929322659,0.01941995620727539,0.0034699427827594694,0.7,0.0,0.01,6,200,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7441690962099126,0.7587463556851312,0.7485422740524781,0.771865889212828,0.7520058351568198,0.7550658900634339,0.009658648112320568,61
0.544989013671875,0.008449997893778139,0.019694423675537108,0.0026560641332857835,0.7,0.0,0.01,6,200,0.01,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.7}",0.7470845481049563,0.7558309037900874,0.7485422740524781,0.7674927113702624,0.7490882567469,0.753607738812937,0.007567979833887974,83
0.5537693977355957,0.02218886516041134,0.02413640022277832,0.007274156155329557,0.7,0.0,0.01,6,200,0.01,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.8}",0.7463556851311953,0.7616618075801749,0.7478134110787172,0.7682215743440233,0.7490882567469,0.7546281469762021,0.008715713202927073,65
0.5163406372070313,0.0172053265729238,0.018701982498168946,0.004064721622164548,0.7,0.0,0.01,6,200,0.01,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7514577259475219,0.750728862973761,0.7456268221574344,0.7674927113702624,0.75127644055434,0.7533165126006639,0.007408223309749302,87
0.5203020095825195,0.012408830977236536,0.017959976196289064,0.0024735411815551642,0.7,0.0,0.01,6,200,0.01,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7463556851311953,0.7572886297376094,0.7485422740524781,0.7689504373177842,0.75054704595186,0.7543368144381855,0.008172009002754246,68
0.1491032600402832,0.009879918640007417,0.016492414474487304,0.0018095306552686225,0.7,0.0,0.05,3,100,0.0,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.7}",0.7244897959183674,0.7412536443148688,0.7346938775510204,0.7645772594752187,0.7388767323121809,0.7407782619143313,0.013210359160445977,140
0.15717244148254395,0.006718538683280185,0.015750885009765625,0.003614029368791356,0.7,0.0,0.05,3,100,0.0,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.728134110787172,0.7441690962099126,0.7368804664723032,0.7572886297376094,0.7417943107221007,0.7416533227858195,0.009553649223726852,130
0.17894115447998046,0.015414139596640127,0.019476318359375,0.0048102538168819965,0.7,0.0,0.05,3,100,0.0,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7266763848396501,0.7383381924198251,0.7346938775510204,0.7623906705539358,0.738147337709701,0.7400492926148265,0.011943178784775847,159
0.22591500282287597,0.028497087897685618,0.013914823532104492,0.0028578491289569345,0.7,0.0,0.05,3,100,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7332361516034985,0.739067055393586,0.7332361516034985,0.7521865889212828,0.7359591539022611,0.7387370202848254,0.007060247500160015,182
0.18526287078857423,0.020581746980402906,0.009683942794799805,0.000930584989373414,0.7,0.0,0.05,3,100,0.01,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.7}",0.7274052478134111,0.7448979591836735,0.7325072886297376,0.7645772594752187,0.738147337709701,0.7415070185623482,0.012921896351715475,134
0.1279919147491455,0.017196022160100854,0.013195610046386719,0.0031882040748805974,0.7,0.0,0.05,3,100,0.01,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.8}",0.728134110787172,0.7441690962099126,0.7361516034985423,0.7572886297376094,0.7417943107221007,0.7415075501910674,0.009630613448059325,132
0.13094038963317872,0.023196941552410633,0.009421348571777344,0.00127355829030311,0.7,0.0,0.05,3,100,0.01,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7288629737609329,0.7383381924198251,0.7346938775510204,0.760932944606414,0.737417943107221,0.7400491862890827,0.010952561203338129,161
0.13173046112060546,0.006444014977430989,0.011747264862060547,0.0018705024900368737,0.7,0.0,0.05,3,100,0.01,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7332361516034985,0.7397959183673469,0.7332361516034985,0.750728862973761,0.7388767323121809,0.7391747633720571,0.006395406056260108,176
0.21198420524597167,0.013432656170981416,0.014480209350585938,0.004317713772517561,0.7,0.0,0.05,3,200,0.0,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.7}",0.7332361516034985,0.7427113702623906,0.7310495626822158,0.7667638483965015,0.7469000729394603,0.7441322011768133,0.012741669095865854,126
0.22049250602722167,0.008203596252594451,0.012850809097290038,0.002572880861529953,0.7,0.0,0.05,3,200,0.0,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.7346938775510204,0.7434402332361516,0.7434402332361516,0.7616618075801749,0.7461706783369803,0.7458813659880958,0.008788449171852338,108
0.21143455505371095,0.011621556798858968,0.011553573608398437,0.003002513583874937,0.7,0.0,0.05,3,200,0.0,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7317784256559767,0.7405247813411079,0.7397959183673469,0.7645772594752187,0.7483588621444202,0.7450070493968142,0.011103790981588493,120
0.21210556030273436,0.008632792817064925,0.016166210174560547,0.00365514796740709,0.7,0.0,0.05,3,200,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.739067055393586,0.7419825072886297,0.7405247813411079,0.7594752186588921,0.7476294675419402,0.7457358060448311,0.007457501969287721,110
0.20859694480895996,0.021126822296079983,0.011726570129394532,0.0022997953988930318,0.7,0.0,0.05,3,200,0.01,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.7}",0.7346938775510204,0.7412536443148688,0.7332361516034985,0.7653061224489796,0.7454412837345004,0.7439862159305736,0.011541525198160915,128
0.2239297389984131,0.01190612621359794,0.013754796981811524,0.004431791836560425,0.7,0.0,0.05,3,200,0.01,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.8}",0.7317784256559767,0.7448979591836735,0.7405247813411079,0.7616618075801749,0.7469000729394603,0.7451526093400787,0.009756615022314584,117
0.2086498260498047,0.018534229481490458,0.011754941940307618,0.003216619480705464,0.7,0.0,0.05,3,200,0.01,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7332361516034985,0.7412536443148688,0.7339650145772595,0.7704081632653061,0.7454412837345004,0.7448608514990867,0.01356367865750096,122
0.22869577407836914,0.014943992455817415,0.012801361083984376,0.0043558656166419836,0.7,0.0,0.05,3,200,0.01,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7412536443148688,0.7376093294460642,0.7383381924198251,0.7580174927113703,0.7483588621444202,0.7447155042073097,0.007659885828223679,123
0.23950047492980958,0.006317410458169518,0.016411018371582032,0.006564199221730687,0.7,0.0,0.05,6,100,0.0,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.7}",0.7485422740524781,0.7551020408163265,0.7529154518950437,0.7682215743440233,0.7614879649890591,0.7572538612193862,0.006892927438989894,41
0.22809605598449706,0.016597012344715098,0.011639213562011719,0.0022485512642100294,0.7,0.0,0.05,6,100,0.0,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.7572886297376094,0.7580174927113703,0.7463556851311953,0.7704081632653061,0.7563822027716995,0.7576904347234361,0.0076445673860219155,33
0.229718017578125,0.014139894663433742,0.01359553337097168,0.0025761217803832006,0.7,0.0,0.05,6,100,0.0,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7529154518950437,0.75,0.7470845481049563,0.7711370262390671,0.7644055433989788,0.7571085139276093,0.009150283351464398,44
0.22133073806762696,0.0283516218418731,0.017116737365722657,0.004681004811756025,0.7,0.0,0.05,6,100,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.749271137026239,0.7623906705539358,0.7529154518950437,0.7711370262390671,0.7578409919766593,0.758711055538189,0.007634165419022392,13
0.23559956550598143,0.013235271356679063,0.012676095962524414,0.0036332458829598435,0.7,0.0,0.05,6,100,0.01,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.7}",0.7441690962099126,0.7529154518950437,0.7470845481049563,0.7733236151603499,0.7614879649890591,0.7557961352718643,0.010573434652969551,58
0.2323441505432129,0.01510090209394585,0.017780780792236328,0.004848884227380862,0.7,0.0,0.05,6,100,0.01,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 1, 'subsample': 0.8}",0.7529154518950437,0.760932944606414,0.7463556851311953,0.7740524781341108,0.7571115973741794,0.7582736314281886,0.009253559368577925,24
0.22148284912109376,0.012300733204596154,0.015410280227661133,0.005491992589590165,0.7,0.0,0.05,6,100,0.01,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7536443148688047,0.750728862973761,0.7463556851311953,0.7704081632653061,0.7644055433989788,0.7571085139276093,0.008926939678844996,44
0.2283249855041504,0.00964689825687689,0.01500401496887207,0.005211786105920117,0.7,0.0,0.05,6,100,0.01,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'reg_alpha': 0.01, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7543731778425656,0.7638483965014577,0.7536443148688047,0.7704081632653061,0.7644055433989788,0.7613359191754226,0.006413755400574128,1
0.40409278869628906,0.009639388413126084,0.01362295150756836,0.0027959664006229515,0.7,0.0,0.05,6,200,0.0,1.0,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.7}",0.7558309037900874,0.7514577259475219,0.7463556851311953,0.7682215743440233,0.7644055433989788,0.7572542865223613,0.008072515373319359,40
0.402606725692749,0.020971287645061478,0.016502904891967773,0.0034273161773481268,0.7,0.0,0.05,6,200,0.0,1.0,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8}",0.7580174927113703,0.7536443148688047,0.750728862973761,0.7725947521865889,0.7527352297592997,0.7575441304999648,0.007893380070431236,36
0.3831918716430664,0.01507421114715457,0.01675100326538086,0.0035327783298497112,0.7,0.0,0.05,6,200,0.0,0.1,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.7}",0.7580174927113703,0.7485422740524781,0.749271137026239,0.7674927113702624,0.7614879649890591,0.7569623160298818,0.007246177802440206,47
0.402558708190918,0.015920846300231595,0.01769289970397949,0.004285336396605756,0.7,0.0,0.05,6,200,0.0,0.1,0.8,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'reg_alpha': 0, 'reg_lambda': 0.1, 'subsample': 0.8}",0.7536443148688047,0.7572886297376094,0.7478134110787172,0.7653061224489796,0.7563822027716995,0.7560869361811621,0.005673486788566205,56
