mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.017964553833007813,0.006670124243252991,0.012080812454223632,0.007170107641367247,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",0.6946064139941691,0.6946064139941691,0.685131195335277,0.6938775510204082,0.6892778993435449,0.6914998947375135,0.003753711997220832,8
0.018100929260253907,0.00549355670110167,0.00515451431274414,0.004514571657801797,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.7077259475218659,0.706268221574344,0.7004373177842566,0.717930029154519,0.7045951859956237,0.7073913404061217,0.0058071374786646075,7
0.07250947952270508,0.01073509846325696,0.004534578323364258,0.0032979032363911497,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",0.7135568513119533,0.7099125364431487,0.7011661807580175,0.7193877551020408,0.7104303428154631,0.7108907332861247,0.005916811901502404,5
0.03477482795715332,0.005647455670825386,0.0041596412658691405,0.0023297650045732915,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.7055393586005831,0.717201166180758,0.7099125364431487,0.7208454810495627,0.7148067104303428,0.713661050540879,0.005393963940815643,1
0.1600865364074707,0.03167188164520032,0.0060612201690673825,0.004999044079312032,1.0,l1,"{'C': 1, 'penalty': 'l1'}",0.7011661807580175,0.7193877551020408,0.706997084548105,0.7113702623906706,0.7184536834427425,0.7114749932483153,0.0068941738710834675,3
0.06046738624572754,0.011341550208931822,0.004007816314697266,0.0033366359305057316,1.0,l2,"{'C': 1, 'penalty': 'l2'}",0.7040816326530612,0.717201166180758,0.7048104956268222,0.7135568513119533,0.7199124726477024,0.7119125236840596,0.006425486644477399,2
0.4055010318756104,0.07299619665958738,0.010510969161987304,0.0024572221377171287,10.0,l1,"{'C': 10, 'penalty': 'l1'}",0.7004373177842566,0.7164723032069971,0.706268221574344,0.7099125364431487,0.7191830780452224,0.7104546914107936,0.006790649763372679,6
0.1187476634979248,0.03915122360443492,0.002959156036376953,0.001723992210245543,10.0,l2,"{'C': 10, 'penalty': 'l2'}",0.7004373177842566,0.717201166180758,0.7084548104956269,0.7106413994169096,0.7191830780452224,0.7111835543845546,0.006684693064266731,4
