mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06086497306823731,0.02752225618944305,0.0035332202911376952,0.001605062621896733,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7048104956268222,0.7150145772594753,0.706997084548105,0.717930029154519,0.7169948942377826,0.7123494161653408,0.005390910278258586,2
0.03419337272644043,0.008166479768393518,0.0026226043701171875,0.0013371289604177234,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7055393586005831,0.717201166180758,0.7099125364431487,0.7208454810495627,0.7148067104303428,0.713661050540879,0.005393963940815643,1
0.13713841438293456,0.017154215467663703,0.004384183883666992,0.002382232135470775,1.0,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7018950437317785,0.717201166180758,0.706997084548105,0.7135568513119533,0.7199124726477024,0.7119125236840593,0.006620939249385362,4
0.08797454833984375,0.04813594744366085,0.0035009384155273438,0.0015001252511401704,1.0,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7040816326530612,0.717201166180758,0.7048104956268222,0.7135568513119533,0.7199124726477024,0.7119125236840596,0.006425486644477399,3
0.23565177917480468,0.12202891447346922,0.0031488418579101564,0.0005787240089175175,10.0,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7011661807580175,0.7164723032069971,0.706997084548105,0.7106413994169096,0.7221006564551422,0.7114755248770341,0.007278680978834097,5
0.11725225448608398,0.006968757416206985,0.0031023502349853517,0.0020048333193334418,10.0,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.7004373177842566,0.717201166180758,0.7084548104956269,0.7106413994169096,0.7191830780452224,0.7111835543845546,0.006684693064266731,6
